date,water_usage,temperature,rainfall_mm,humidity_pct,population,is_festival,season
2012-06-28,147823378,29.2,10.3,84.5,1200000,0,Monsoon
2012-06-29,146760589,27.7,6.1,70.5,1200000,0,Monsoon
2012-06-30,141935215,25.2,4.1,75.2,1200000,0,Monsoon
2012-07-01,133938527,23.7,11.6,74.6,1200000,0,Monsoon
2012-07-02,138491560,23.8,4.5,78.7,1200000,0,Monsoon
2012-07-03,140360067,25.0,6.1,73.1,1200000,0,Monsoon
2012-07-04,135403459,24.4,11.9,74.4,1200000,0,Monsoon
2012-07-05,143968795,27.6,10.5,74.8,1200000,0,Monsoon
2012-07-06,147787643,30.7,16.4,67.7,1200000,0,Monsoon
2012-07-07,151922858,30.1,7.1,68.4,1200000,0,Monsoon
2012-07-08,146258317,27.2,5.0,75.3,1200000,0,Monsoon
2012-07-09,153555769,29.4,1.8,83.3,1200000,0,Monsoon
2012-07-10,150867230,28.6,3.1,70.9,1200000,0,Monsoon
2012-07-11,139294707,25.0,8.0,66.6,1200000,0,Monsoon
2012-07-12,155452058,30.8,4.3,72.3,1200000,0,Monsoon
2012-07-13,154248673,30.6,5.4,71.5,1200000,0,Monsoon
2012-07-14,134118374,23.5,10.4,74.0,1200000,0,Monsoon
2012-07-15,148102972,29.8,12.4,78.4,1200000,0,Monsoon
2012-07-16,142319278,28.8,18.0,81.7,1200000,0,Monsoon
2012-07-17,149772073,28.3,3.5,75.3,1200000,0,Monsoon
2012-07-18,148132220,30.1,13.5,74.1,1200000,0,Monsoon
2012-07-19,156176301,30.7,2.7,72.5,1200000,0,Monsoon
2012-07-20,148601002,30.2,13.2,74.2,1200000,0,Monsoon
2012-07-21,141506731,25.7,7.1,76.3,1200000,0,Monsoon
2012-07-22,140737443,26.3,10.7,72.5,1200000,0,Monsoon
2012-07-23,155912012,34.5,18.2,71.3,1200000,0,Monsoon
2012-07-24,142986533,26.8,8.7,70.8,1200000,0,Monsoon
2012-07-25,152416222,29.3,3.1,73.5,1200000,0,Monsoon
2012-07-26,133570793,21.9,4.9,74.3,1200000,0,Monsoon
2012-07-27,158529522,31.5,1.9,78.7,1200000,0,Monsoon
2012-07-28,134638810,28.9,31.4,76.8,1200000,0,Monsoon
2012-07-29,132878713,25.7,21.4,75.2,1200000,0,Monsoon
2012-07-30,143538339,29.0,16.9,73.5,1200000,0,Monsoon
2012-07-31,140950970,25.8,8.1,81.0,1200000,0,Monsoon
2012-08-01,144353854,25.8,2.7,75.2,1200000,0,Monsoon
2012-08-02,152613694,29.2,2.5,71.3,1200000,0,Monsoon
2012-08-03,134732735,26.5,21.4,71.0,1200000,0,Monsoon
2012-08-04,149054434,28.0,3.5,74.1,1200000,0,Monsoon
2012-08-05,154590071,29.8,1.7,82.9,1200000,0,Monsoon
2012-08-06,142896503,28.2,14.6,73.3,1200000,0,Monsoon
2012-08-07,145247651,27.0,6.0,69.7,1200000,0,Monsoon
2012-08-08,143790678,27.5,10.4,62.5,1200000,0,Monsoon
2012-08-09,140282808,26.8,13.3,69.1,1200000,0,Monsoon
2012-08-10,155345690,31.1,5.4,74.1,1200000,0,Monsoon
2012-08-11,148126261,27.4,2.7,73.6,1200000,0,Monsoon
2012-08-12,146831579,28.2,8.2,75.1,1200000,0,Monsoon
2012-08-13,148791630,29.0,8.0,77.7,1200000,0,Monsoon
2012-08-14,146378692,29.5,14.1,72.0,1200000,0,Monsoon
2012-08-15,162854872,29.5,26.7,77.4,1200000,1,Monsoon
2012-08-16,153494836,29.7,3.0,80.4,1200000,0,Monsoon
2012-08-17,143978643,27.6,10.4,71.7,1200000,0,Monsoon
2012-08-18,157414111,30.9,1.1,76.3,1200000,0,Monsoon
2012-08-19,139068753,26.0,12.3,74.0,1200000,0,Monsoon
2012-08-20,134609517,25.1,16.1,75.3,1200000,0,Monsoon
2012-08-21,153017604,29.2,1.9,71.3,1200000,0,Monsoon
2012-08-22,143421897,25.3,2.3,71.9,1200000,0,Monsoon
2012-08-23,129333146,27.2,33.3,67.0,1200000,0,Monsoon
2012-08-24,141678655,25.4,5.6,82.7,1200000,0,Monsoon
2012-08-25,157814713,33.8,12.4,77.6,1200000,0,Monsoon
2012-08-26,138179090,26.1,14.0,80.7,1200000,0,Monsoon
2012-08-27,145223299,26.6,4.3,66.3,1200000,0,Monsoon
2012-08-28,147578134,27.6,4.5,74.8,1200000,0,Monsoon
2012-08-29,153009754,30.3,6.2,75.5,1200000,0,Monsoon
2012-08-30,132346340,26.2,24.2,65.9,1200000,0,Monsoon
2012-08-31,146088528,27.6,7.1,72.7,1200000,0,Monsoon
2012-09-01,158654276,31.7,2.5,73.9,1200000,0,Monsoon
2012-09-02,132320707,24.9,19.1,71.7,1200000,0,Monsoon
2012-09-03,140843553,25.6,7.8,80.6,1200000,0,Monsoon
2012-09-04,149684014,28.9,6.2,78.1,1200000,0,Monsoon
2012-09-05,144920132,27.7,9.4,72.5,1200000,0,Monsoon
2012-09-06,148373572,30.2,13.5,72.5,1200000,0,Monsoon
2012-09-07,146091812,26.5,2.6,71.5,1200000,0,Monsoon
2012-09-08,152678887,29.9,5.0,80.8,1200000,0,Monsoon
2012-09-09,144528884,27.9,10.7,66.0,1200000,0,Monsoon
2012-09-10,147610130,27.2,2.7,71.7,1200000,0,Monsoon
2012-09-11,149152735,27.2,0.3,69.8,1200000,0,Monsoon
2012-09-12,142129428,27.1,11.7,71.1,1200000,0,Monsoon
2012-09-13,148371454,27.5,2.5,71.8,1200000,0,Monsoon
2012-09-14,147766590,27.5,3.7,74.3,1200000,0,Monsoon
2012-09-15,132037187,26.3,25.0,72.1,1200000,0,Monsoon
2012-09-16,144278642,26.5,5.6,76.7,1200000,0,Monsoon
2012-09-17,151695882,28.4,0.8,64.8,1200000,0,Monsoon
2012-09-18,156430733,30.7,2.0,70.2,1200000,0,Monsoon
2012-09-19,142917948,25.9,5.4,69.0,1200000,0,Monsoon
2012-09-20,153292411,29.4,2.3,80.9,1200000,0,Monsoon
2012-09-21,144279733,29.7,18.3,63.8,1200000,0,Monsoon
2012-09-22,142761109,26.2,7.0,75.6,1200000,0,Monsoon
2012-09-23,149640938,30.2,11.5,71.8,1200000,0,Monsoon
2012-09-24,143605607,28.6,15.2,70.3,1200000,0,Monsoon
2012-09-25,149940814,27.9,1.9,69.5,1200000,0,Monsoon
2012-09-26,143625552,26.3,5.9,77.0,1200000,0,Monsoon
2012-09-27,153091678,29.7,3.5,73.6,1200000,0,Monsoon
2012-09-28,148844940,28.5,6.0,82.4,1200000,0,Monsoon
2012-09-29,142572360,26.1,6.8,64.6,1200000,0,Monsoon
2012-09-30,140826207,27.3,14.3,66.6,1200000,0,Monsoon
2012-10-01,136193726,21.8,0.3,55.8,1200000,0,Winter
2012-10-02,158923845,21.4,0.6,52.7,1200000,1,Winter
2012-10-03,135407657,21.5,0.2,52.6,1200000,0,Winter
2012-10-04,147036256,27.0,3.0,56.9,1200000,0,Winter
2012-10-05,133564121,21.5,3.5,58.6,1200000,0,Winter
2012-10-06,134583311,21.5,1.7,56.6,1200000,0,Winter
2012-10-07,132910453,20.8,1.7,62.5,1200000,0,Winter
2012-10-08,130255828,19.7,1.8,49.2,1200000,0,Winter
2012-10-09,140198253,25.4,7.8,60.5,1200000,0,Winter
2012-10-10,140863209,24.4,2.7,60.8,1200000,0,Winter
2012-10-11,142643043,24.7,1.0,60.5,1200000,0,Winter
2012-10-12,136001462,22.5,3.4,62.9,1200000,0,Winter
2012-10-13,136440064,22.2,1.5,56.7,1200000,0,Winter
2012-10-14,133511267,21.0,1.4,57.9,1200000,0,Winter
2012-10-15,141204658,24.0,0.7,59.3,1200000,0,Winter
2012-10-16,143897368,25.1,0.6,59.5,1200000,0,Winter
2012-10-17,134174662,21.5,2.3,67.0,1200000,0,Winter
2012-10-18,146373830,26.1,0.3,67.9,1200000,0,Winter
2012-10-19,148398052,26.9,0.3,62.9,1200000,0,Winter
2012-10-20,132881620,20.9,2.1,56.5,1200000,0,Winter
2012-10-21,139837390,23.7,1.8,65.4,1200000,0,Winter
2012-10-22,131353166,20.4,2.8,57.0,1200000,0,Winter
2012-10-23,139118079,23.2,0.8,59.4,1200000,0,Winter
2012-10-24,145733879,26.5,3.3,69.2,1200000,0,Winter
2012-10-25,141771092,25.0,3.8,54.1,1200000,0,Winter
2012-10-26,136914069,22.9,3.5,61.2,1200000,0,Winter
2012-10-27,136283576,22.0,0.9,64.0,1200000,0,Winter
2012-10-28,134430224,21.1,0.5,59.3,1200000,0,Winter
2012-10-29,136695995,22.2,0.9,65.7,1200000,0,Winter
2012-10-30,135281582,21.8,1.6,57.6,1200000,0,Winter
2012-10-31,129523962,20.7,6.8,61.6,1200000,0,Winter
2012-11-01,131958685,21.1,4.3,62.0,1200000,0,Winter
2012-11-02,135628648,22.6,4.5,63.5,1200000,0,Winter
2012-11-03,132484349,20.4,0.6,64.9,1200000,0,Winter
2012-11-04,134331926,21.2,0.9,52.6,1200000,0,Winter
2012-11-05,144199916,25.2,0.3,60.1,1200000,0,Winter
2012-11-06,133755949,21.0,1.0,60.7,1200000,0,Winter
2012-11-07,144182959,25.2,0.4,71.0,1200000,0,Winter
2012-11-08,132891905,21.3,3.7,70.8,1200000,0,Winter
2012-11-09,134408346,22.2,4.7,53.1,1200000,0,Winter
2012-11-10,143985149,25.2,0.6,56.4,1200000,0,Winter
2012-11-11,124543243,18.3,5.8,51.9,1200000,0,Winter
2012-11-12,160204050,21.8,0.1,55.0,1200000,1,Winter
2012-11-13,135202964,22.1,2.9,62.4,1200000,0,Winter
2012-11-14,135480123,21.6,0.5,60.0,1200000,0,Winter
2012-11-15,132053223,20.2,0.8,61.7,1200000,0,Winter
2012-11-16,137634777,23.5,4.6,66.7,1200000,0,Winter
2012-11-17,132906881,21.2,3.3,51.1,1200000,0,Winter
2012-11-18,135035727,21.4,0.4,57.5,1200000,0,Winter
2012-11-19,134642216,21.8,3.0,60.6,1200000,0,Winter
2012-11-20,129701793,19.1,0.3,64.8,1200000,0,Winter
2012-11-21,136320732,22.3,2.1,55.1,1200000,0,Winter
2012-11-22,130463972,19.4,0.0,65.6,1200000,0,Winter
2012-11-23,130798519,19.7,0.8,58.0,1200000,0,Winter
2012-11-24,138998943,23.2,1.0,63.1,1200000,0,Winter
2012-11-25,134969433,21.3,0.2,53.2,1200000,0,Winter
2012-11-26,145087919,25.5,0.3,57.4,1200000,0,Winter
2012-11-27,135850559,22.1,2.0,41.3,1200000,0,Winter
2012-11-28,136208803,21.8,0.1,70.3,1200000,0,Winter
2012-11-29,136672956,22.0,0.2,58.3,1200000,0,Winter
2012-11-30,140138515,24.3,3.6,71.1,1200000,0,Winter
2012-12-01,128138013,20.1,7.0,66.7,1200000,0,Winter
2012-12-02,126319014,18.4,3.2,68.1,1200000,0,Winter
2012-12-03,134314173,21.2,1.0,61.5,1200000,0,Winter
2012-12-04,138063849,23.3,3.2,63.0,1200000,0,Winter
2012-12-05,131693075,20.9,4.2,59.2,1200000,0,Winter
2012-12-06,137540603,22.6,1.1,61.4,1200000,0,Winter
2012-12-07,131122483,20.1,1.9,62.6,1200000,0,Winter
2012-12-08,132590928,21.0,3.2,67.9,1200000,0,Winter
2012-12-09,133376453,20.6,0.2,63.5,1200000,0,Winter
2012-12-10,134851693,21.7,1.9,63.1,1200000,0,Winter
2012-12-11,142422986,24.7,1.6,59.2,1200000,0,Winter
2012-12-12,135913384,21.9,1.0,53.6,1200000,0,Winter
2012-12-13,136886652,22.7,2.6,68.8,1200000,0,Winter
2012-12-14,131374207,19.8,0.3,54.4,1200000,0,Winter
2012-12-15,130305520,19.7,1.5,60.1,1200000,0,Winter
2012-12-16,138494788,23.7,4.1,60.1,1200000,0,Winter
2012-12-17,137941417,22.8,1.2,62.7,1200000,0,Winter
2012-12-18,129164336,19.5,2.9,57.0,1200000,0,Winter
2012-12-19,130979135,20.1,2.0,59.1,1200000,0,Winter
2012-12-20,132317579,20.4,0.9,62.5,1200000,0,Winter
2012-12-21,140482322,23.5,0.0,66.4,1200000,0,Winter
2012-12-22,140536874,23.6,0.3,61.2,1200000,0,Winter
2012-12-23,133224938,20.9,1.5,52.6,1200000,0,Winter
2012-12-24,137305887,22.8,2.5,57.5,1200000,0,Winter
2012-12-25,140803074,24.0,1.2,62.4,1200000,0,Winter
2012-12-26,129972592,19.2,0.1,66.8,1200000,0,Winter
2012-12-27,134508217,21.3,0.8,57.7,1200000,0,Winter
2012-12-28,138186500,23.1,2.1,65.6,1200000,0,Winter
2012-12-29,137578269,22.4,0.5,62.7,1200000,0,Winter
2012-12-30,141415533,24.1,0.7,58.5,1200000,0,Winter
2012-12-31,127576300,19.5,5.2,53.3,1200000,0,Winter
2013-01-01,130156623,20.6,5.6,64.9,1200000,0,Winter
2013-01-02,133488381,20.9,1.1,59.5,1200000,0,Winter
2013-01-03,139176837,24.3,5.2,57.1,1200000,0,Winter
2013-01-04,137141278,22.3,0.6,62.2,1200000,0,Winter
2013-01-05,134707786,21.4,1.0,54.3,1200000,0,Winter
2013-01-06,139518804,23.4,1.2,73.6,1200000,0,Winter
2013-01-07,143445000,25.0,1.0,57.2,1200000,0,Winter
2013-01-08,135026908,21.4,0.6,65.5,1200000,0,Winter
2013-01-09,137675463,22.6,0.8,65.6,1200000,0,Winter
2013-01-10,142017504,24.6,1.6,62.5,1200000,0,Winter
2013-01-11,142758520,25.1,2.7,60.8,1200000,0,Winter
2013-01-12,130070214,19.3,0.5,61.3,1200000,0,Winter
2013-01-13,132132938,20.1,0.2,63.6,1200000,0,Winter
2013-01-14,141890982,24.3,0.6,61.8,1200000,0,Winter
2013-01-15,142104818,24.2,0.1,62.9,1200000,0,Winter
2013-01-16,137141010,22.5,1.6,61.1,1200000,0,Winter
2013-01-17,129390825,20.1,4.8,57.8,1200000,0,Winter
2013-01-18,134692590,21.7,2.1,62.4,1200000,0,Winter
2013-01-19,134125282,21.0,0.4,56.1,1200000,0,Winter
2013-01-20,130254733,19.6,1.5,67.5,1200000,0,Winter
2013-01-21,139713753,23.7,2.1,55.1,1200000,0,Winter
2013-01-22,143544526,24.8,0.1,55.2,1200000,0,Winter
2013-01-23,131543594,20.9,4.4,50.3,1200000,0,Winter
2013-01-24,133263543,20.5,0.1,63.0,1200000,0,Winter
2013-01-25,132488800,21.9,6.9,54.6,1200000,0,Winter
2013-01-26,161269276,23.3,4.6,69.5,1200000,1,Winter
2013-01-27,131951293,20.1,0.5,61.2,1200000,0,Winter
2013-01-28,135832580,21.7,0.3,51.9,1200000,0,Winter
2013-01-29,134510325,21.1,0.1,66.9,1200000,0,Winter
2013-01-30,139350463,23.1,0.0,69.4,1200000,0,Winter
2013-01-31,135315873,22.9,6.1,62.3,1200000,0,Winter
2013-02-01,135068982,21.9,2.4,57.9,1200000,0,Winter
2013-02-02,139025200,23.5,2.4,60.8,1200000,0,Winter
2013-02-03,137272536,22.2,0.1,59.2,1200000,0,Winter
2013-02-04,129238935,19.2,1.4,69.3,1200000,0,Winter
2013-02-05,127120931,18.2,0.9,63.3,1200000,0,Winter
2013-02-06,138174451,22.9,1.5,55.9,1200000,0,Winter
2013-02-07,136760938,22.6,2.5,62.5,1200000,0,Winter
2013-02-08,138247238,23.3,2.6,62.5,1200000,0,Winter
2013-02-09,141734155,24.2,0.7,59.9,1200000,0,Winter
2013-02-10,140989058,24.0,1.1,63.4,1200000,0,Winter
2013-02-11,134877721,21.4,1.0,61.4,1200000,0,Winter
2013-02-12,127881436,19.3,4.0,59.0,1200000,0,Winter
2013-02-13,137436644,22.4,0.7,63.2,1200000,0,Winter
2013-02-14,128586842,18.7,0.3,65.1,1200000,0,Winter
2013-02-15,140655719,23.8,0.7,55.0,1200000,0,Winter
2013-02-16,131795381,20.3,1.5,61.6,1200000,0,Winter
2013-02-17,133733736,21.1,1.6,62.3,1200000,0,Winter
2013-02-18,134850604,21.4,0.9,64.2,1200000,0,Winter
2013-02-19,134254742,21.7,3.2,64.2,1200000,0,Winter
2013-02-20,142807752,24.6,0.4,55.7,1200000,0,Winter
2013-02-21,131706887,20.0,0.4,51.6,1200000,0,Winter
2013-02-22,133305643,20.9,1.3,67.4,1200000,0,Winter
2013-02-23,132638170,20.9,2.5,55.0,1200000,0,Winter
2013-02-24,133453609,21.2,2.2,57.3,1200000,0,Winter
2013-02-25,136736878,22.3,1.2,58.4,1200000,0,Winter
2013-02-26,139216422,23.1,0.2,59.6,1200000,0,Winter
2013-02-27,133847665,20.9,0.7,54.8,1200000,0,Winter
2013-02-28,140602324,23.7,0.3,49.9,1200000,0,Winter
2013-03-01,172112445,36.9,0.7,48.6,1200000,0,Summer
2013-03-02,169314266,35.7,0.5,55.7,1200000,0,Summer
2013-03-03,174102758,37.9,1.3,52.4,1200000,0,Summer
2013-03-04,163988655,33.4,0.2,50.9,1200000,0,Summer
2013-03-05,165838368,34.5,1.5,50.8,1200000,0,Summer
2013-03-06,170441535,36.5,2.0,50.7,1200000,0,Summer
2013-03-07,171022168,36.4,0.8,44.3,1200000,0,Summer
2013-03-08,181925721,40.9,0.3,51.7,1200000,0,Summer
2013-03-09,162898377,32.9,0.3,52.0,1200000,0,Summer
2013-03-10,179140362,39.9,0.9,46.2,1200000,0,Summer
2013-03-11,164637339,34.5,3.8,54.5,1200000,0,Summer
2013-03-12,166811911,34.9,1.7,55.1,1200000,0,Summer
2013-03-13,174755327,38.8,3.8,50.4,1200000,0,Summer
2013-03-14,166672160,34.8,1.3,49.0,1200000,0,Summer
2013-03-15,169316645,35.9,1.3,48.8,1200000,0,Summer
2013-03-16,163947042,34.9,6.4,38.7,1200000,0,Summer
2013-03-17,167493586,34.9,0.3,52.6,1200000,0,Summer
2013-03-18,170616418,36.7,2.5,51.2,1200000,0,Summer
2013-03-19,161107372,32.2,0.5,49.4,1200000,0,Summer
2013-03-20,165012461,34.5,2.8,52.6,1200000,0,Summer
2013-03-21,161014214,32.4,1.3,49.3,1200000,0,Summer
2013-03-22,162933104,33.2,1.2,46.6,1200000,0,Summer
2013-03-23,162914523,33.4,2.2,48.3,1200000,0,Summer
2013-03-24,165344300,33.9,0.0,55.4,1200000,0,Summer
2013-03-25,190929231,34.7,0.6,44.3,1200000,1,Summer
2013-03-26,168237442,36.4,5.0,59.1,1200000,0,Summer
2013-03-27,171245757,36.4,0.1,58.3,1200000,0,Summer
2013-03-28,165003483,34.4,2.6,50.5,1200000,0,Summer
2013-03-29,172950366,37.4,1.3,50.9,1200000,0,Summer
2013-03-30,169832529,36.6,3.4,46.0,1200000,0,Summer
2013-03-31,166542035,34.9,2.0,51.0,1200000,0,Summer
2013-04-01,170437528,36.1,0.2,50.2,1200000,0,Summer
2013-04-02,162406123,33.5,3.4,51.0,1200000,0,Summer
2013-04-03,168185604,35.8,3.0,44.7,1200000,0,Summer
2013-04-04,169195138,36.3,3.3,48.8,1200000,0,Summer
2013-04-05,174762590,38.7,3.6,45.3,1200000,0,Summer
2013-04-06,164444704,33.5,0.0,46.4,1200000,0,Summer
2013-04-07,167731796,35.6,2.7,39.6,1200000,0,Summer
2013-04-08,165084410,34.3,2.0,47.7,1200000,0,Summer
2013-04-09,165761291,35.3,4.8,47.1,1200000,0,Summer
2013-04-10,166636404,35.0,2.3,49.6,1200000,0,Summer
2013-04-11,163623393,33.7,2.2,49.9,1200000,0,Summer
2013-04-12,158771834,32.4,5.0,52.0,1200000,0,Summer
2013-04-13,162838850,33.3,1.7,44.7,1200000,0,Summer
2013-04-14,166888965,34.6,0.4,40.1,1200000,0,Summer
2013-04-15,171874613,36.7,0.3,57.4,1200000,0,Summer
2013-04-16,169876378,35.8,0.2,48.8,1200000,0,Summer
2013-04-17,167988792,36.0,4.2,46.7,1200000,0,Summer
2013-04-18,168467961,35.5,1.4,53.1,1200000,0,Summer
2013-04-19,160952829,32.2,0.6,39.5,1200000,0,Summer
2013-04-20,170513119,36.4,1.4,57.3,1200000,0,Summer
2013-04-21,158930897,34.5,13.0,45.0,1200000,0,Summer
2013-04-22,165772345,34.2,0.6,38.3,1200000,0,Summer
2013-04-23,168187057,36.3,4.9,55.5,1200000,0,Summer
2013-04-24,168679641,35.4,0.5,50.1,1200000,0,Summer
2013-04-25,178830781,39.9,1.5,50.0,1200000,0,Summer
2013-04-26,161103111,32.4,1.2,51.0,1200000,0,Summer
2013-04-27,180497897,41.0,3.0,50.4,1200000,0,Summer
2013-04-28,167788142,35.5,2.3,56.1,1200000,0,Summer
2013-04-29,164047127,34.0,2.5,51.8,1200000,0,Summer
2013-04-30,167258495,34.8,0.3,53.5,1200000,0,Summer
2013-05-01,173799451,37.9,2.1,50.0,1200000,0,Summer
2013-05-02,169418209,35.7,0.3,53.8,1200000,0,Summer
2013-05-03,170086292,36.1,0.7,60.3,1200000,0,Summer
2013-05-04,158706361,31.4,1.1,55.8,1200000,0,Summer
2013-05-05,170427254,36.1,0.2,56.6,1200000,0,Summer
2013-05-06,164292194,34.3,3.2,45.1,1200000,0,Summer
2013-05-07,161502010,33.0,2.7,55.7,1200000,0,Summer
2013-05-08,172177544,37.0,1.2,55.5,1200000,0,Summer
2013-05-09,166747893,35.2,2.9,50.3,1200000,0,Summer
2013-05-10,168286648,35.2,0.5,52.0,1200000,0,Summer
2013-05-11,169153621,36.3,3.1,45.5,1200000,0,Summer
2013-05-12,167391099,35.2,1.7,48.4,1200000,0,Summer
2013-05-13,167094162,35.3,2.6,53.6,1200000,0,Summer
2013-05-14,167693755,35.2,1.3,55.6,1200000,0,Summer
2013-05-15,161964252,33.8,5.1,39.8,1200000,0,Summer
2013-05-16,168353765,35.4,1.1,43.0,1200000,0,Summer
2013-05-17,171760983,37.1,2.2,53.8,1200000,0,Summer
2013-05-18,170861553,36.5,1.4,50.2,1200000,0,Summer
2013-05-19,171975908,36.9,0.8,49.8,1200000,0,Summer
2013-05-20,162152736,32.6,0.3,49.9,1200000,0,Summer
2013-05-21,171135690,36.5,0.6,47.9,1200000,0,Summer
2013-05-22,169988256,35.8,0.1,48.1,1200000,0,Summer
2013-05-23,167711353,35.0,0.4,43.8,1200000,0,Summer
2013-05-24,166664020,35.7,5.2,46.0,1200000,0,Summer
2013-05-25,160595868,32.0,0.5,50.3,1200000,0,Summer
2013-05-26,166833244,34.7,0.9,49.7,1200000,0,Summer
2013-05-27,169187978,35.8,1.3,55.1,1200000,0,Summer
2013-05-28,172262595,37.2,1.8,52.9,1200000,0,Summer
2013-05-29,161726706,33.3,3.5,50.4,1200000,0,Summer
2013-05-30,169801484,36.9,4.8,52.4,1200000,0,Summer
2013-05-31,168282409,35.7,2.2,50.9,1200000,0,Summer
2013-06-01,135874137,25.1,13.9,68.3,1200000,0,Monsoon
2013-06-02,144092354,29.5,17.7,70.1,1200000,0,Monsoon
2013-06-03,147739529,27.9,5.4,82.0,1200000,0,Monsoon
2013-06-04,151430252,29.6,6.2,77.7,1200000,0,Monsoon
2013-06-05,151620779,29.6,5.6,71.7,1200000,0,Monsoon
2013-06-06,150835428,29.4,6.3,81.0,1200000,0,Monsoon
2013-06-07,137168136,30.3,32.5,69.3,1200000,0,Monsoon
2013-06-08,148634444,30.1,12.6,75.7,1200000,0,Monsoon
2013-06-09,146247063,29.6,14.6,66.5,1200000,0,Monsoon
2013-06-10,135606872,24.2,10.8,77.4,1200000,0,Monsoon
2013-06-11,133655157,29.8,36.4,87.4,1200000,0,Monsoon
2013-06-12,151848293,30.0,6.9,75.1,1200000,0,Monsoon
2013-06-13,138944506,25.8,11.5,73.0,1200000,0,Monsoon
2013-06-14,146307520,28.1,8.7,71.7,1200000,0,Monsoon
2013-06-15,135591051,24.1,10.3,82.5,1200000,0,Monsoon
2013-06-16,156932690,30.8,1.5,86.0,1200000,0,Monsoon
2013-06-17,148633436,28.0,4.1,81.4,1200000,0,Monsoon
2013-06-18,154298467,32.3,12.2,78.1,1200000,0,Monsoon
2013-06-19,141435757,25.7,7.1,76.7,1200000,0,Monsoon
2013-06-20,150079948,28.6,4.1,70.6,1200000,0,Monsoon
2013-06-21,152601853,30.4,7.3,77.2,1200000,0,Monsoon
2013-06-22,154941680,30.2,2.6,77.6,1200000,0,Monsoon
2013-06-23,151067969,30.3,9.6,81.4,1200000,0,Monsoon
2013-06-24,144665418,27.5,8.9,75.1,1200000,0,Monsoon
2013-06-25,149452468,27.7,1.6,76.5,1200000,0,Monsoon
2013-06-26,145942737,30.2,17.5,74.5,1200000,0,Monsoon
2013-06-27,146994657,27.3,4.1,76.2,1200000,0,Monsoon
2013-06-28,145628642,26.4,2.9,76.7,1200000,0,Monsoon
2013-06-29,142965067,26.5,7.6,72.6,1200000,0,Monsoon
2013-06-30,138382682,25.6,11.7,71.4,1200000,0,Monsoon
2013-07-01,145652046,27.1,5.6,75.4,1200000,0,Monsoon
2013-07-02,141273287,29.2,21.3,77.1,1200000,0,Monsoon
2013-07-03,154585029,29.9,1.8,78.7,1200000,0,Monsoon
2013-07-04,157430484,31.9,5.4,81.4,1200000,0,Monsoon
2013-07-05,143187616,26.3,6.4,84.7,1200000,0,Monsoon
2013-07-06,140154728,26.6,12.7,79.1,1200000,0,Monsoon
